,Campus,Term,Course Code,Course Title,Course Description,Activity Type,Section,Credits,Days,Time,Building,Room,Instructor,Credit,GenEd Requirements,Registration Code,enrollCount,enrollMaximum,myPlanLink,index,mean,median,sd,fourpointo_per,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Start,End,prefix,Matched_Name,Name,Rating,Difficulty,Link,Department,Instructor Name,amount_learned_median,grading_techniques_median,instructors_contribution_median,instructors_effectiveness_median,instuctors_interest_median,the_course_as_a_whole_median,the_course_content_median,Clean_Course_Code,UUID
1826,Seattle,Spring 2025,CSE    331,Software Design and Implementation,"Explores concepts and techniques for design and construction of reliable and maintainable software systems in modern high-level languages: specifications; program structure and design; program-correctness approaches, including testing; and event-driven programming (e.g., graphical user interface).",quiz,AB,4,Th,9:30 AM - 10:20 AM,SIG,230,None,4,,12786,26,26,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20331/details,CSE331,3.429256134969325,3.6,0.7050208185864275,11.11963190184049,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,3.0,7.0,4.0,3.0,7.0,1.0,5.0,3.0,2.0,35.0,11.0,9.0,20.0,13.0,20.0,18.0,33.0,47.0,22.0,97.0,85.0,85.0,127.0,158.0,227.0,240.0,293.0,334.0,348.0,290.0,09:30,10:20,CSE,No Match,,,,,,,,,,,,,,CSE331,CSE331ASpring2025
1827,Seattle,Spring 2025,CSE    331,Software Design and Implementation,"Explores concepts and techniques for design and construction of reliable and maintainable software systems in modern high-level languages: specifications; program structure and design; program-correctness approaches, including testing; and event-driven programming (e.g., graphical user interface).",quiz,AC,4,Th,10:30 AM - 11:20 AM,RAI,116,None,4,,12787,28,28,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20331/details,CSE331,3.429256134969325,3.6,0.7050208185864275,11.11963190184049,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,3.0,7.0,4.0,3.0,7.0,1.0,5.0,3.0,2.0,35.0,11.0,9.0,20.0,13.0,20.0,18.0,33.0,47.0,22.0,97.0,85.0,85.0,127.0,158.0,227.0,240.0,293.0,334.0,348.0,290.0,10:30,11:20,CSE,No Match,,,,,,,,,,,,,,CSE331,CSE331ASpring2025
1828,Seattle,Spring 2025,CSE    331,Software Design and Implementation,"Explores concepts and techniques for design and construction of reliable and maintainable software systems in modern high-level languages: specifications; program structure and design; program-correctness approaches, including testing; and event-driven programming (e.g., graphical user interface).",quiz,AD,4,Th,11:30 AM - 12:20 PM,SIG,226,None,4,,12788,28,28,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20331/details,CSE331,3.429256134969325,3.6,0.7050208185864275,11.11963190184049,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,3.0,7.0,4.0,3.0,7.0,1.0,5.0,3.0,2.0,35.0,11.0,9.0,20.0,13.0,20.0,18.0,33.0,47.0,22.0,97.0,85.0,85.0,127.0,158.0,227.0,240.0,293.0,334.0,348.0,290.0,11:30,12:20,CSE,No Match,,,,,,,,,,,,,,CSE331,CSE331ASpring2025
1829,Seattle,Spring 2025,CSE    331,Software Design and Implementation,"Explores concepts and techniques for design and construction of reliable and maintainable software systems in modern high-level languages: specifications; program structure and design; program-correctness approaches, including testing; and event-driven programming (e.g., graphical user interface).",quiz,AE,4,Th,12:30 PM - 1:20 PM,MGH,242,None,4,,12789,28,28,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20331/details,CSE331,3.429256134969325,3.6,0.7050208185864275,11.11963190184049,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,3.0,7.0,4.0,3.0,7.0,1.0,5.0,3.0,2.0,35.0,11.0,9.0,20.0,13.0,20.0,18.0,33.0,47.0,22.0,97.0,85.0,85.0,127.0,158.0,227.0,240.0,293.0,334.0,348.0,290.0,12:30,13:20,CSE,No Match,,,,,,,,,,,,,,CSE331,CSE331ASpring2025
1831,Seattle,Spring 2025,CSE    331,Software Design and Implementation,"Explores concepts and techniques for design and construction of reliable and maintainable software systems in modern high-level languages: specifications; program structure and design; program-correctness approaches, including testing; and event-driven programming (e.g., graphical user interface).",quiz,BA,4,Th,12:30 PM - 1:20 PM,SIG,226,None,4,,12791,29,29,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20331/details,CSE331,3.429256134969325,3.6,0.7050208185864275,11.11963190184049,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,3.0,7.0,4.0,3.0,7.0,1.0,5.0,3.0,2.0,35.0,11.0,9.0,20.0,13.0,20.0,18.0,33.0,47.0,22.0,97.0,85.0,85.0,127.0,158.0,227.0,240.0,293.0,334.0,348.0,290.0,12:30,13:20,CSE,No Match,,,,,,,,,,,,,,CSE331,CSE331BSpring2025
1832,Seattle,Spring 2025,CSE    331,Software Design and Implementation,"Explores concepts and techniques for design and construction of reliable and maintainable software systems in modern high-level languages: specifications; program structure and design; program-correctness approaches, including testing; and event-driven programming (e.g., graphical user interface).",quiz,BB,4,Th,1:30 PM - 2:20 PM,LOW,202,None,4,,12792,29,29,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20331/details,CSE331,3.429256134969325,3.6,0.7050208185864275,11.11963190184049,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,3.0,7.0,4.0,3.0,7.0,1.0,5.0,3.0,2.0,35.0,11.0,9.0,20.0,13.0,20.0,18.0,33.0,47.0,22.0,97.0,85.0,85.0,127.0,158.0,227.0,240.0,293.0,334.0,348.0,290.0,13:30,14:20,CSE,No Match,,,,,,,,,,,,,,CSE331,CSE331BSpring2025
1833,Seattle,Spring 2025,CSE    331,Software Design and Implementation,"Explores concepts and techniques for design and construction of reliable and maintainable software systems in modern high-level languages: specifications; program structure and design; program-correctness approaches, including testing; and event-driven programming (e.g., graphical user interface).",quiz,BC,4,Th,2:30 PM - 3:20 PM,CHL,101,None,4,,12793,29,29,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20331/details,CSE331,3.429256134969325,3.6,0.7050208185864275,11.11963190184049,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,3.0,7.0,4.0,3.0,7.0,1.0,5.0,3.0,2.0,35.0,11.0,9.0,20.0,13.0,20.0,18.0,33.0,47.0,22.0,97.0,85.0,85.0,127.0,158.0,227.0,240.0,293.0,334.0,348.0,290.0,14:30,15:20,CSE,No Match,,,,,,,,,,,,,,CSE331,CSE331BSpring2025
1834,Seattle,Spring 2025,CSE    331,Software Design and Implementation,"Explores concepts and techniques for design and construction of reliable and maintainable software systems in modern high-level languages: specifications; program structure and design; program-correctness approaches, including testing; and event-driven programming (e.g., graphical user interface).",quiz,BD,4,Th,3:30 PM - 4:20 PM,ECE,042,None,4,,12794,29,29,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20331/details,CSE331,3.429256134969325,3.6,0.7050208185864275,11.11963190184049,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,3.0,7.0,4.0,3.0,7.0,1.0,5.0,3.0,2.0,35.0,11.0,9.0,20.0,13.0,20.0,18.0,33.0,47.0,22.0,97.0,85.0,85.0,127.0,158.0,227.0,240.0,293.0,334.0,348.0,290.0,15:30,16:20,CSE,No Match,,,,,,,,,,,,,,CSE331,CSE331BSpring2025
1835,Seattle,Spring 2025,CSE    331,Software Design and Implementation,"Explores concepts and techniques for design and construction of reliable and maintainable software systems in modern high-level languages: specifications; program structure and design; program-correctness approaches, including testing; and event-driven programming (e.g., graphical user interface).",quiz,BE,4,Th,12:30 PM - 1:20 PM,MGH,287,None,4,,12795,29,29,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20331/details,CSE331,3.429256134969325,3.6,0.7050208185864275,11.11963190184049,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,3.0,7.0,4.0,3.0,7.0,1.0,5.0,3.0,2.0,35.0,11.0,9.0,20.0,13.0,20.0,18.0,33.0,47.0,22.0,97.0,85.0,85.0,127.0,158.0,227.0,240.0,293.0,334.0,348.0,290.0,12:30,13:20,CSE,No Match,,,,,,,,,,,,,,CSE331,CSE331BSpring2025
1837,Seattle,Summer 2025,CSE    332,Data Structures and Parallelism,"Covers abstract data types and structures including dictionaries, balanced trees, hash tables, priority queues, and graphs; sorting; asymptotic analysis; fundamental graph algorithms including graph search, shortest path, and minimum spanning trees; multithreading and parallel algorithms; P and NP complexity classes.",quiz,AA,4,Th,9:40 AM - 10:40 AM,BLD,286,None,4,,10841,0,30,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20332/details,CSE332,3.523400742880727,3.6,0.4890729975968821,10.070160957490714,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,11.0,7.0,3.0,16.0,15.0,17.0,24.0,16.0,24.0,38.0,79.0,82.0,95.0,127.0,196.0,205.0,242.0,284.0,332.0,336.0,244.0,09:40,10:40,CSE,No Match,,,,,,,,,,,,,,CSE332,CSE332ASummer2025
1838,Seattle,Summer 2025,CSE    332,Data Structures and Parallelism,"Covers abstract data types and structures including dictionaries, balanced trees, hash tables, priority queues, and graphs; sorting; asymptotic analysis; fundamental graph algorithms including graph search, shortest path, and minimum spanning trees; multithreading and parallel algorithms; P and NP complexity classes.",quiz,AB,4,Th,9:40 AM - 10:40 AM,CHL,101,None,4,,10842,0,30,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20332/details,CSE332,3.523400742880727,3.6,0.4890729975968821,10.070160957490714,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,11.0,7.0,3.0,16.0,15.0,17.0,24.0,16.0,24.0,38.0,79.0,82.0,95.0,127.0,196.0,205.0,242.0,284.0,332.0,336.0,244.0,09:40,10:40,CSE,No Match,,,,,,,,,,,,,,CSE332,CSE332ASummer2025
1839,Seattle,Summer 2025,CSE    332,Data Structures and Parallelism,"Covers abstract data types and structures including dictionaries, balanced trees, hash tables, priority queues, and graphs; sorting; asymptotic analysis; fundamental graph algorithms including graph search, shortest path, and minimum spanning trees; multithreading and parallel algorithms; P and NP complexity classes.",quiz,AC,4,Th,10:50 AM - 11:50 AM,THO,202,None,4,,10843,0,30,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20332/details,CSE332,3.523400742880727,3.6,0.4890729975968821,10.070160957490714,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,11.0,7.0,3.0,16.0,15.0,17.0,24.0,16.0,24.0,38.0,79.0,82.0,95.0,127.0,196.0,205.0,242.0,284.0,332.0,336.0,244.0,10:50,11:50,CSE,No Match,,,,,,,,,,,,,,CSE332,CSE332ASummer2025
1841,Seattle,Spring 2025,CSE    332,Data Structures and Parallelism,"Covers abstract data types and structures including dictionaries, balanced trees, hash tables, priority queues, and graphs; sorting; asymptotic analysis; fundamental graph algorithms including graph search, shortest path, and minimum spanning trees; multithreading and parallel algorithms; P and NP complexity classes.",quiz,AA,4,Th,11:30 AM - 12:20 PM,MUE,154,None,4,,12797,27,27,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20332/details,CSE332,3.523400742880727,3.6,0.4890729975968821,10.070160957490714,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,11.0,7.0,3.0,16.0,15.0,17.0,24.0,16.0,24.0,38.0,79.0,82.0,95.0,127.0,196.0,205.0,242.0,284.0,332.0,336.0,244.0,11:30,12:20,CSE,No Match,,,,,,,,,,,,,,CSE332,CSE332ASpring2025
1842,Seattle,Spring 2025,CSE    332,Data Structures and Parallelism,"Covers abstract data types and structures including dictionaries, balanced trees, hash tables, priority queues, and graphs; sorting; asymptotic analysis; fundamental graph algorithms including graph search, shortest path, and minimum spanning trees; multithreading and parallel algorithms; P and NP complexity classes.",quiz,AB,4,Th,12:30 PM - 1:20 PM,MEB,245,None,4,,12798,27,27,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20332/details,CSE332,3.523400742880727,3.6,0.4890729975968821,10.070160957490714,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,11.0,7.0,3.0,16.0,15.0,17.0,24.0,16.0,24.0,38.0,79.0,82.0,95.0,127.0,196.0,205.0,242.0,284.0,332.0,336.0,244.0,12:30,13:20,CSE,No Match,,,,,,,,,,,,,,CSE332,CSE332ASpring2025
1843,Seattle,Spring 2025,CSE    332,Data Structures and Parallelism,"Covers abstract data types and structures including dictionaries, balanced trees, hash tables, priority queues, and graphs; sorting; asymptotic analysis; fundamental graph algorithms including graph search, shortest path, and minimum spanning trees; multithreading and parallel algorithms; P and NP complexity classes.",quiz,AC,4,Th,1:30 PM - 2:20 PM,MGH,238,None,4,,12799,27,27,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20332/details,CSE332,3.523400742880727,3.6,0.4890729975968821,10.070160957490714,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,11.0,7.0,3.0,16.0,15.0,17.0,24.0,16.0,24.0,38.0,79.0,82.0,95.0,127.0,196.0,205.0,242.0,284.0,332.0,336.0,244.0,13:30,14:20,CSE,No Match,,,,,,,,,,,,,,CSE332,CSE332ASpring2025
1844,Seattle,Spring 2025,CSE    332,Data Structures and Parallelism,"Covers abstract data types and structures including dictionaries, balanced trees, hash tables, priority queues, and graphs; sorting; asymptotic analysis; fundamental graph algorithms including graph search, shortest path, and minimum spanning trees; multithreading and parallel algorithms; P and NP complexity classes.",quiz,AD,4,Th,2:30 PM - 3:20 PM,SAV,156,None,4,,12800,14,14,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20332/details,CSE332,3.523400742880727,3.6,0.4890729975968821,10.070160957490714,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,11.0,7.0,3.0,16.0,15.0,17.0,24.0,16.0,24.0,38.0,79.0,82.0,95.0,127.0,196.0,205.0,242.0,284.0,332.0,336.0,244.0,14:30,15:20,CSE,No Match,,,,,,,,,,,,,,CSE332,CSE332ASpring2025
1845,Seattle,Spring 2025,CSE    332,Data Structures and Parallelism,"Covers abstract data types and structures including dictionaries, balanced trees, hash tables, priority queues, and graphs; sorting; asymptotic analysis; fundamental graph algorithms including graph search, shortest path, and minimum spanning trees; multithreading and parallel algorithms; P and NP complexity classes.",quiz,AE,4,Th,9:30 AM - 10:20 AM,MGH,228,None,4,,12801,15,15,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20332/details,CSE332,3.523400742880727,3.6,0.4890729975968821,10.070160957490714,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,11.0,7.0,3.0,16.0,15.0,17.0,24.0,16.0,24.0,38.0,79.0,82.0,95.0,127.0,196.0,205.0,242.0,284.0,332.0,336.0,244.0,09:30,10:20,CSE,No Match,,,,,,,,,,,,,,CSE332,CSE332ASpring2025
1847,Seattle,Spring 2025,CSE    332,Data Structures and Parallelism,"Covers abstract data types and structures including dictionaries, balanced trees, hash tables, priority queues, and graphs; sorting; asymptotic analysis; fundamental graph algorithms including graph search, shortest path, and minimum spanning trees; multithreading and parallel algorithms; P and NP complexity classes.",quiz,BA,4,Th,12:30 PM - 1:20 PM,CDH,128,None,4,,12803,28,28,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20332/details,CSE332,3.523400742880727,3.6,0.4890729975968821,10.070160957490714,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,11.0,7.0,3.0,16.0,15.0,17.0,24.0,16.0,24.0,38.0,79.0,82.0,95.0,127.0,196.0,205.0,242.0,284.0,332.0,336.0,244.0,12:30,13:20,CSE,No Match,,,,,,,,,,,,,,CSE332,CSE332BSpring2025
1848,Seattle,Spring 2025,CSE    332,Data Structures and Parallelism,"Covers abstract data types and structures including dictionaries, balanced trees, hash tables, priority queues, and graphs; sorting; asymptotic analysis; fundamental graph algorithms including graph search, shortest path, and minimum spanning trees; multithreading and parallel algorithms; P and NP complexity classes.",quiz,BB,4,Th,1:30 PM - 2:20 PM,GLD,436,None,4,,12804,28,28,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20332/details,CSE332,3.523400742880727,3.6,0.4890729975968821,10.070160957490714,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,11.0,7.0,3.0,16.0,15.0,17.0,24.0,16.0,24.0,38.0,79.0,82.0,95.0,127.0,196.0,205.0,242.0,284.0,332.0,336.0,244.0,13:30,14:20,CSE,No Match,,,,,,,,,,,,,,CSE332,CSE332BSpring2025
1849,Seattle,Spring 2025,CSE    332,Data Structures and Parallelism,"Covers abstract data types and structures including dictionaries, balanced trees, hash tables, priority queues, and graphs; sorting; asymptotic analysis; fundamental graph algorithms including graph search, shortest path, and minimum spanning trees; multithreading and parallel algorithms; P and NP complexity classes.",quiz,BC,4,Th,2:30 PM - 3:20 PM,CDH,128,None,4,,12805,11,14,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20332/details,CSE332,3.523400742880727,3.6,0.4890729975968821,10.070160957490714,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,11.0,7.0,3.0,16.0,15.0,17.0,24.0,16.0,24.0,38.0,79.0,82.0,95.0,127.0,196.0,205.0,242.0,284.0,332.0,336.0,244.0,14:30,15:20,CSE,No Match,,,,,,,,,,,,,,CSE332,CSE332BSpring2025
1850,Seattle,Spring 2025,CSE    332,Data Structures and Parallelism,"Covers abstract data types and structures including dictionaries, balanced trees, hash tables, priority queues, and graphs; sorting; asymptotic analysis; fundamental graph algorithms including graph search, shortest path, and minimum spanning trees; multithreading and parallel algorithms; P and NP complexity classes.",quiz,BD,4,Th,3:30 PM - 4:20 PM,THO,335,None,4,,12806,27,27,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20332/details,CSE332,3.523400742880727,3.6,0.4890729975968821,10.070160957490714,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,11.0,7.0,3.0,16.0,15.0,17.0,24.0,16.0,24.0,38.0,79.0,82.0,95.0,127.0,196.0,205.0,242.0,284.0,332.0,336.0,244.0,15:30,16:20,CSE,No Match,,,,,,,,,,,,,,CSE332,CSE332BSpring2025
1851,Seattle,Spring 2025,CSE    332,Data Structures and Parallelism,"Covers abstract data types and structures including dictionaries, balanced trees, hash tables, priority queues, and graphs; sorting; asymptotic analysis; fundamental graph algorithms including graph search, shortest path, and minimum spanning trees; multithreading and parallel algorithms; P and NP complexity classes.",quiz,BE,4,Th,9:30 AM - 10:20 AM,MGH,228,None,4,,12807,8,13,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20332/details,CSE332,3.523400742880727,3.6,0.4890729975968821,10.070160957490714,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,11.0,7.0,3.0,16.0,15.0,17.0,24.0,16.0,24.0,38.0,79.0,82.0,95.0,127.0,196.0,205.0,242.0,284.0,332.0,336.0,244.0,09:30,10:20,CSE,No Match,,,,,,,,,,,,,,CSE332,CSE332BSpring2025
1853,Seattle,Summer 2025,CSE    333,Systems Programming,"Includes substantial programming experience in languages that expose machine characteristics and low-level data representation (e.g., C and C++); explicit memory management; modern libraries and language features; interacting with operating-system services; introduction to concurrent programming.",quiz,AA,4,Th,12:00 PM - 1:00 PM,BNS,117,None,4,,10845,0,40,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20333/details,CSE333,3.4794896957801766,3.6,0.5875393496452439,10.99116781157998,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,19.0,10.0,9.0,7.0,12.0,18.0,14.0,22.0,35.0,24.0,66.0,56.0,97.0,111.0,137.0,161.0,215.0,269.0,254.0,238.0,224.0,12:00,13:00,CSE,No Match,,,,,,,,,,,,,,CSE333,CSE333ASummer2025
1854,Seattle,Summer 2025,CSE    333,Systems Programming,"Includes substantial programming experience in languages that expose machine characteristics and low-level data representation (e.g., C and C++); explicit memory management; modern libraries and language features; interacting with operating-system services; introduction to concurrent programming.",quiz,AB,4,Th,1:10 PM - 2:10 PM,CMU,228,None,4,,10846,0,35,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20333/details,CSE333,3.4794896957801766,3.6,0.5875393496452439,10.99116781157998,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,19.0,10.0,9.0,7.0,12.0,18.0,14.0,22.0,35.0,24.0,66.0,56.0,97.0,111.0,137.0,161.0,215.0,269.0,254.0,238.0,224.0,13:10,14:10,CSE,No Match,,,,,,,,,,,,,,CSE333,CSE333ASummer2025
1856,Seattle,Spring 2025,CSE    333,Systems Programming,"Includes substantial programming experience in languages that expose machine characteristics and low-level data representation (e.g., C and C++); explicit memory management; modern libraries and language features; interacting with operating-system services; introduction to concurrent programming.",quiz,AA,4,Th,8:30 AM - 9:20 AM,ECE,025,None,4,,12809,32,32,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20333/details,CSE333,3.4794896957801766,3.6,0.5875393496452439,10.99116781157998,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,19.0,10.0,9.0,7.0,12.0,18.0,14.0,22.0,35.0,24.0,66.0,56.0,97.0,111.0,137.0,161.0,215.0,269.0,254.0,238.0,224.0,08:30,09:20,CSE,No Match,,,,,,,,,,,,,,CSE333,CSE333ASpring2025
1857,Seattle,Spring 2025,CSE    333,Systems Programming,"Includes substantial programming experience in languages that expose machine characteristics and low-level data representation (e.g., C and C++); explicit memory management; modern libraries and language features; interacting with operating-system services; introduction to concurrent programming.",quiz,AB,4,Th,9:30 AM - 10:20 AM,CHL,101,None,4,,12810,30,30,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20333/details,CSE333,3.4794896957801766,3.6,0.5875393496452439,10.99116781157998,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,19.0,10.0,9.0,7.0,12.0,18.0,14.0,22.0,35.0,24.0,66.0,56.0,97.0,111.0,137.0,161.0,215.0,269.0,254.0,238.0,224.0,09:30,10:20,CSE,No Match,,,,,,,,,,,,,,CSE333,CSE333ASpring2025
1858,Seattle,Spring 2025,CSE    333,Systems Programming,"Includes substantial programming experience in languages that expose machine characteristics and low-level data representation (e.g., C and C++); explicit memory management; modern libraries and language features; interacting with operating-system services; introduction to concurrent programming.",quiz,AC,4,Th,10:30 AM - 11:20 AM,MEB,245,None,4,,12811,30,30,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20333/details,CSE333,3.4794896957801766,3.6,0.5875393496452439,10.99116781157998,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,19.0,10.0,9.0,7.0,12.0,18.0,14.0,22.0,35.0,24.0,66.0,56.0,97.0,111.0,137.0,161.0,215.0,269.0,254.0,238.0,224.0,10:30,11:20,CSE,No Match,,,,,,,,,,,,,,CSE333,CSE333ASpring2025
